Company,Ticker,Date,Call
Williams-Sonoma ,WSM,14/12/2021,Positive Mention
Abbott Laboratories ,ABT,24/2/2021,Buy
Apple ,AAPL,10/4/2018,Buy
Dollar Tree ,DLTR,4/1/2021,Buy
New Relic ,NEWR,7/10/2019,Negative Mention
LG Homes ,LGIH,19/4/2018,Negative Mention
Netflix ,NFLX,3/5/2016,Buy
AT&T ,T,18/6/2018,Positive Mention
Caterpillar ,CAT,13/9/2019,Negative Mention
Tesla ,TSLA,28/6/2021,Buy
Micron Technology ,MU,8/3/2017,Buy
Six Flags ,SIX,22/1/2020,Sell
Zoetis ,ZTS,2/5/2019,Buy
Rocket Companies ,RKT,3/2/2022,Sell
Costco ,COST,18/9/2020,Buy
Idexx Laboratories ,IDXX,15/12/2016,Buy
Alaska Air Group ,ALK,28/8/2017,Buy
PayPal ,PYPL,29/7/2019,Negative Mention
Check Point Software ,CHKP,1/2/2017,Buy
Ulta Beauty ,ULTA,13/3/2017,Positive Mention
Best +2 ,BBY,23/5/2019,Negative Mention
Johnson & Johnson ,JNJ,28/2/2018,Buy
Dollar General ,DG,12/8/2019,Positive Mention
Huntington Bancshares ,HBAN,21/1/2022,Buy
Salesforce ,CRM,21/3/2019,Buy
Wells Fargo ,WFC,1/2/2022,Buy
NVIDIA ,NVDA,22/8/2018,Buy
Foot Locker ,FL,11/5/2017,Buy
Caterpillar ,CAT,25/4/2017,Buy
Home Depot ,HD,17/6/2020,Buy
Southwest Airlines ,LUV,29/4/2021,Buy
SoFi Technologies ,SOFI,5/1/2022,Negative Mention
Columbia Sportswear ,COLM,18/8/2020,Buy
Shopify ,SHOP,13/5/2020,Buy
Freshpet ,FRPT,20/7/2016,Negative Mention
Smart & Final Stores ,SFS,20/6/2017,Negative Mention
Cemex ,CX,9/7/2021,Buy
Tesla ,TSLA,12/4/2022,Buy
Twitter ,TWTR,4/2/2022,Negative Mention
Mastercard ,MA,1/2/2018,Buy
Eli Lilly ,LLY,29/10/2020,Buy
JPMorgan Chase ,JPM,19/4/2021,Buy
Poshmark ,POSH,9/2/2021,Positive Mention
Tesla ,TSLA,19/2/2020,Positive Mention
Starbucks ,SBUX,11/1/2019,Negative Mention
HP ,HPQ,23/9/2016,Buy
Immunomedics ,IMMU,13/2/2017,Sell
Boot Barn ,BOOT,11/10/2019,Buy
Michael Kors ,KORS,8/8/2017,Buy
Southwest Airlines ,LUV,8/4/2019,Negative Mention
Advanced Micro Devices ,AMD,29/3/2018,Positive Mention
Avient ,AVNT,29/4/2021,Negative Mention
NVIDIA ,NVDA,21/3/2019,Buy
Chewy ,CHWY,3/8/2020,Buy
Apple ,AAPL,10/1/2019,Buy
JPMorgan Chase ,JPM,8/11/2019,Buy
Pitney Bowes ,PBI,8/8/2017,Negative Mention
Ralph Lauren ,RL,8/8/2017,Buy
Tesla ,TSLA,10/11/2016,Negative Mention
Microsoft ,MSFT,21/3/2019,Negative Mention
Foot Locker ,FL,18/11/2016,Buy
Chipotle Mexican Grill ,CMG,25/10/2017,Negative Mention
Canopy Growth ,CGC,16/5/2019,Positive Mention
Logitech International ,LOGI,26/1/2018,Buy
Red Robin Gourmet Burgers ,RRGB,27/8/2019,Sell
JPMorgan Chase ,JPM,16/7/2019,Buy
PVH Corp ,PVH,29/11/2018,Buy
NVIDIA ,NVDA,12/9/2017,Buy
Pioneer Natural Resources ,PXD,23/9/2021,Buy
Ollie's Bargain Outlet ,OLLI,16/1/2019,Buy
Agnico-Eagle Mines ,AEM,26/11/2019,Buy
BlackRock ,BLK,9/9/2016,Positive Mention
Apple ,AAPL,1/2/2017,Buy
Hasbro ,HAS,10/5/2016,Buy
Procter & Gamble ,PG,15/10/2021,Positive Mention
Home Depot ,HD,5/7/2017,Buy
Dish Network ,DISH,16/8/2021,Negative Mention
Tiffany & Co ,TIF,23/5/2018,Buy
Abbott Laboratories ,ABT,16/4/2021,Buy
Tyson Foods ,TSN,9/8/2017,Buy
Williams-Sonoma ,WSM,14/7/2021,Buy
Caterpillar ,CAT,6/5/2021,Buy
Union Pacific ,UNP,28/10/2019,Buy
AT&T ,T,26/7/2021,Sell
Domino's Pizza ,DPZ,9/8/2017,Buy
Marvell Technology ,MRVL,18/4/2019,Buy
Dollar General ,DG,10/3/2017,Negative Mention
JPMorgan Chase ,JPM,28/11/2018,Buy
Anaplan ,PLAN,1/8/2019,Positive Mention
Medtronic ,MDT,27/4/2016,Buy
Starbucks ,SBUX,5/10/2021,Positive Mention
Martin Marietta Materials ,MLM,2/5/2017,Buy
Lennar ,LEN,9/1/2019,Buy
Bloomin' Brands ,BLMN,27/7/2020,Buy
Under Armour ,UA,27/4/2017,Positive Mention
Eventbrite ,EB,13/8/2020,Negative Mention
Deere & Company ,DE,28/10/2019,Buy
Hyatt Hotels ,H,14/5/2021,Negative Mention
General Electric ,GE,13/1/2017,Positive Mention
Adient ,ADNT,27/9/2017,Buy
Cheniere Energy ,LNG,31/8/2016,Sell
Energy Transfer ,ET,16/6/2020,Sell
Arrow Electronics ,ARW,16/7/2019,Negative Mention
American Electric Power ,AEP,8/8/2018,Buy
Nautilus ,NLS,23/10/2020,Positive Mention
Starbucks ,SBUX,2/11/2018,Buy
Advanced Micro Devices ,AMD,7/11/2019,Buy
Enbridge Energy Partners ,EEP,24/3/2017,Negative Mention
Kroger ,KR,30/11/2018,Negative Mention
Hanesbrands ,HBI,4/10/2019,Negative Mention
JM Smucker ,SJM,9/6/2016,Positive Mention
Huya ,HUYA,26/10/2020,Sell
Microsoft ,MSFT,18/4/2019,Buy
Illinois Tool Works ,ITW,24/4/2017,Buy
AK Steel 0ing ,AKS,1/10/2018,Sell
Invitae ,NVTA,25/1/2019,Buy
Lemonade ,LMND,22/3/2021,Positive Mention
Chubb ,CB,9/6/2016,Buy
XPO Logistics ,XPO,20/7/2016,Buy
Consolidated Edison ,ED,9/1/2018,Buy
Diamondback Energy ,FANG,2/6/2017,Sell
Hologic ,HOLX,1/8/2019,Buy
Citigroup ,C,22/6/2018,Buy
Teladoc ,TDOC,23/10/2020,Buy
Danaher ,DHR,19/7/2018,Buy
Advanced Micro Devices ,AMD,10/4/2017,Negative Mention
Mattel ,MAT,9/8/2017,Sell
Turtle Beach ,HEAR,9/1/2019,Buy
United Natural Foods ,UNFI,16/4/2021,Negative Mention
CVS Health ,CVS,3/1/2020,Buy
Energizer 0ings ,ENR,20/7/2017,Negative Mention
Vulcan Materials ,VMC,20/10/2020,Negative Mention
Vodafone Group ,VOD,18/12/2019,Sell
Apple ,AAPL,6/8/2020,Buy
Nike ,NKE,4/10/2019,Buy
Airbnb ,ABNB,7/5/2021,Buy
MindBody ,MB,27/10/2017,Buy
Bank of America ,BAC,9/7/2019,Buy
Under Armour ,UAA,24/10/2017,Negative Mention
Northrop Grumman ,NOC,16/5/2019,Buy
Perrigo ,PRGO,22/3/2019,Sell
SunTrust Banks ,STI,25/5/2016,Positive Mention
Marriott Vacations Worldw ,VAC,6/10/2017,Buy
Foot Locker ,FL,31/10/2016,Positive Mention
General Electric ,GE,27/4/2016,Buy
Tapestry ,TPR,15/8/2018,Buy
Micron Technology ,MU,8/1/2018,Negative Mention
Norfolk Southern ,NSC,18/1/2019,Buy
Royal Caribbean Cruises ,RCL,31/1/2020,Sell
Consolidated Edison ,ED,14/2/2020,Buy
Oracle ,ORCL,2/3/2021,Positive Mention
TJX Companies ,TJX,13/12/2021,Positive Mention
Apple ,AAPL,12/9/2017,Buy
Texas Instruments ,TXN,26/7/2016,Buy
Genpact ,G,18/6/2018,Buy
NVIDIA ,NVDA,27/3/2018,Negative Mention
TJX Companies ,TJX,5/8/2020,Buy
Costco ,COST,25/2/2022,Buy
Signet Jewelers ,SIG,18/4/2019,Sell
Macy's ,M,12/1/2021,Positive Mention
Merck ,MRK,25/1/2019,Buy
Mattel ,MAT,16/12/2019,Buy
Network Appliance ,NTAP,1/7/2016,Sell
Enphase Energy ,ENPH,1/11/2021,Buy
Acacia Communications ,ACIA,30/10/2017,Sell
Amarin ,AMRN,20/6/2019,Positive Mention
Amkor Technology ,AMKR,12/11/2019,Negative Mention
Nike ,NKE,28/9/2016,Negative Mention
First Data ,FDC,22/5/2018,Buy
Five9 ,FIVN,14/5/2021,Buy
Lockheed Martin ,LMT,27/4/2016,Buy
Visa ,V,15/7/2020,Positive Mention
Horizon Pharmaceuticals ,HZNP,3/3/2017,Sell
Yelp ,YELP,9/8/2018,Buy
L3Harris Technologies ,LHX,30/3/2020,Buy
IonQ ,IONQ,14/12/2021,Sell
Martin Marietta Materials ,MLM,14/5/2020,Negative Mention
SPDR Gold Shares ,GLD,24/2/2020,Buy
Philip Morris Internation ,PM,23/4/2018,Sell
Xerox ,XRX,2/5/2016,Buy
Block ,SQ,15/10/2021,Buy
Tanger Factory Outlet Cen ,SKT,1/3/2018,Sell
Edwards Lifesciences ,EW,10/12/2020,Buy
Silicon Laboratories ,SLAB,29/1/2020,Sell
Pepsico ,PEP,3/10/2018,Positive Mention
Marriott International ,MAR,8/5/2019,Buy
Apple ,AAPL,16/11/2020,Positive Mention
Dave and Busters ,PLAY,24/3/2017,Buy
Illinois Tool Works ,ITW,28/10/2019,Buy
Acadia Pharmaceuticals ,ACAD,25/5/2016,Buy
Cedar Fair ,FUN,3/5/2019,Buy
Kratos Defense & Security ,KTOS,24/3/2017,Buy
Hewlett Packard Enterpris ,HPE,11/6/2018,Negative Mention
Adobe Systems ,ADBE,17/6/2016,Buy
Regeneron Pharmaceuticals ,REGN,4/6/2018,Buy
Alaska Air Group ,ALK,28/4/2016,Negative Mention
Conduent ,CNDT,7/7/2017,Negative Mention
United Continental ,UAL,15/10/2021,Positive Mention
Kellogg ,K,8/9/2016,Negative Mention
Micron Technology ,MU,27/1/2017,Buy
Martin Marietta Materials ,MLM,29/7/2020,Buy
Walt Disney ,DIS,4/12/2017,Positive Mention
Chevron ,CVX,27/7/2020,Buy
Caterpillar ,CAT,3/12/2018,Buy
Costco ,COST,17/9/2021,Buy
Merck ,MRK,23/10/2020,Buy
Ulta Beauty ,ULTA,24/10/2016,Buy
Novartis AG ,NVS,11/1/2019,Buy
Citigroup ,C,17/5/2022,Buy
Amazon ,AMZN,22/4/2016,Positive Mention
Procter & Gamble ,PG,4/1/2019,Positive Mention
Microsoft ,MSFT,27/4/2016,Negative Mention
JPMorgan Chase ,JPM,13/4/2022,Positive Mention
Delta Air Lines ,DAL,28/11/2018,Buy
Ollie's Bargain Outlet ,OLLI,11/5/2017,Buy
Netflix ,NFLX,1/8/2019,Buy
Caterpillar ,CAT,24/7/2019,Negative Mention
Energy Transfer ,ET,22/1/2020,Sell
Glacier Bancorp ,GBCI,8/11/2017,Positive Mention
Nexstar Media Group ,NXST,13/6/2016,Negative Mention
Nio ,NIO,29/7/2020,Sell
Cerence ,CRNC,21/6/2021,Buy
Hasbro ,HAS,13/11/2017,Buy
Best +2 ,BBY,9/1/2018,Buy
Walmart ,WMT,8/11/2016,Buy
Netflix ,NFLX,27/5/2020,Buy
3M ,MMM,31/7/2018,Positive Mention
Advanced Micro Devices ,AMD,11/9/2018,Buy
Zoom Video Communications ,ZM,22/9/2020,Buy
Texas Capital BancShares ,TCBI,30/1/2020,Buy
Lam Research ,LRCX,9/1/2019,Buy
Intrexon ,XON,5/5/2017,Negative Mention
Domino's Pizza ,DPZ,19/7/2018,Buy
Raytheon Technologies ,RTX,18/5/2021,Buy
Under Armour ,UAA,18/9/2018,Negative Mention
Western Digital ,WDC,28/11/2017,Positive Mention
Digital Realty Trust ,DLR,1/6/2022,Buy
Target ,TGT,3/1/2020,Buy
IHS Markit ,INFO,30/11/2020,Buy
FedEx ,FDX,10/12/2021,Negative Mention
United Parcel Service ,UPS,3/8/2021,Positive Mention
Snap ,SNAP,23/6/2020,Positive Mention
UnitedHealth Group ,UNH,13/7/2020,Positive Mention
Wingstop ,WING,18/5/2022,Buy
Costco ,COST,30/11/2017,Positive Mention
Nike ,NKE,23/9/2016,Buy
Groupon ,GRPN,14/6/2017,Positive Mention
Starz ,STRZA,30/6/2016,Positive Mention
NVIDIA ,NVDA,15/5/2018,Buy
BP ,BP,8/2/2019,Buy
KLA Corp ,KLAC,25/7/2017,Positive Mention
Opko Health ,OPK,17/7/2018,Negative Mention
Amazon ,AMZN,28/8/2017,Buy
Shell Midstream Partners ,SHLX,16/2/2017,Positive Mention
Palo Alto Networks ,PANW,19/11/2021,Buy
Slack ,WORK,5/10/2020,Buy
Planet Fitness ,PLNT,10/8/2017,Buy
Costco ,COST,15/6/2018,Buy
Twilio ,TWLO,23/7/2021,Buy
Boeing ,BA,8/2/2021,Buy
Coca-Cola ,KO,25/4/2022,Buy
Skyworks Solutions ,SWKS,1/5/2020,Buy
Alibaba ,BABA,27/3/2018,Buy
UnitedHealth Group ,UNH,2/5/2018,Buy
Sunrun ,RUN,10/12/2021,Sell
Amwell ,AMWL,14/4/2021,Sell
Lowe's ,LOW,14/5/2021,Buy
Cronos Group ,CRON,18/9/2019,Buy
Pinterest ,PINS,2/5/2019,Negative Mention
AbbVie ,ABBV,2/4/2020,Buy
Johnson & Johnson ,JNJ,7/5/2018,Buy
T-Mobile US ,TMUS,14/4/2022,Positive Mention
Tesla ,TSLA,7/3/2017,Sell
Darling International ,DAR,3/3/2022,Buy
Canopy Growth ,CGC,10/4/2019,Buy
Twitter ,TWTR,26/10/2017,Positive Mention
Hormel Foods ,HRL,25/8/2020,Buy
Ollie's Bargain Outlet ,OLLI,7/12/2021,Sell
Marvell Technology ,MRVL,29/10/2018,Positive Mention
Qualcomm ,QCOM,13/5/2020,Buy
Proofpoint ,PFPT,27/10/2016,Buy
Charles River Labs ,CRL,6/12/2018,Buy
Quidel ,QDEL,22/2/2021,Sell
Hertz Global 0ings ,HTZ,7/4/2022,Buy
Chewy ,CHWY,11/6/2021,Buy
LendingTree ,TREE,7/5/2018,Sell
PayPal ,PYPL,9/11/2021,Negative Mention
Kohl's ,KSS,5/1/2017,Sell
Apple ,AAPL,22/4/2016,Buy
SBA Communications ,SBAC,4/1/2017,Buy
Ventas ,VTR,4/10/2019,Buy
Nucor ,NUE,23/9/2021,Buy
Darden Restaurants ,DRI,12/1/2021,Positive Mention
Deere & Company ,DE,17/12/2019,Buy
Block ,SQ,5/3/2019,Buy
U.S. Concrete ,USCR,13/3/2017,Buy
Broadcom ,AVGO,13/11/2017,Buy
Gilead Sciences ,GILD,13/9/2017,Positive Mention
Expedia ,EXPE,9/5/2017,Buy
Waste Management ,WM,9/9/2019,Positive Mention
Dollar General ,DG,13/11/2017,Buy
Enbridge ,ENB,5/10/2021,Buy
Nexstar Media Group ,NXST,23/2/2017,Buy
CoreSite Realty ,COR,14/5/2018,Buy
Aphria ,APHA,19/8/2020,Negative Mention
Boeing ,BA,14/3/2019,Negative Mention
Tesla ,TSLA,15/3/2021,Buy
Coupa Software ,COUP,17/8/2017,Buy
Accenture ,ACN,21/9/2018,Buy
HP ,HPQ,8/6/2016,Sell
CH Robinson Worldwide ,CHRW,6/5/2019,Sell
Robinhood ,HOOD,27/10/2021,Negative Mention
Paychex ,PAYX,24/3/2017,Buy
Equinix ,EQIX,4/10/2019,Buy
Etsy ,ETSY,6/8/2019,Buy
Apple ,AAPL,19/1/2018,Buy
Aratana Therapeutics ,PETX,30/8/2016,Negative Mention
Zoetis ,ZTS,15/2/2019,Buy
Advanced Micro Devices ,AMD,12/9/2017,Negative Mention
Johnson & Johnson ,JNJ,15/10/2021,Buy
Walmart ,WMT,19/3/2019,Buy
Aratana Therapeutics ,PETX,12/9/2016,Negative Mention
Maxar Technologies ,MAXR,15/7/2019,Sell
BlackRock ,BLK,19/7/2018,Buy
CVS Health ,CVS,29/1/2020,Buy
AutoZone ,AZO,9/1/2019,Buy
Plug Power ,PLUG,11/11/2020,Positive Mention
Best +2 ,BBY,17/5/2019,Sell
Salesforce ,CRM,1/3/2018,Buy
Coupang ,CPNG,2/8/2021,Positive Mention
Alamos Gold ,AGI,16/6/2020,Sell
NXP Semiconductors ,NXPI,3/12/2018,Positive Mention
Wells Fargo ,WFC,20/1/2017,Buy
Procter & Gamble ,PG,5/2/2018,Buy
Tesla ,TSLA,24/10/2019,Buy
Wells Fargo ,WFC,6/1/2017,Buy
NXP Semiconductors ,NXPI,1/7/2016,Buy
Crown Castle ,CCI,15/10/2020,Buy
ServiceNow ,NOW,31/1/2019,Buy
Macy's ,M,14/8/2019,Sell
Apache ,APA,28/9/2017,Buy
Walt Disney ,DIS,3/1/2020,Buy
AbbVie ,ABBV,12/9/2016,Buy
Paychex ,PAYX,30/6/2016,Buy
Electronic Arts ,EA,5/7/2017,Buy
General Mills ,GIS,22/8/2018,Positive Mention
Tesla ,TSLA,21/5/2020,Buy
Dover ,DOV,25/5/2017,Buy
Lam Research ,LRCX,26/1/2018,Buy
Ncino ,NCNO,14/4/2021,Positive Mention
Farfetch ,FTCH,7/6/2022,Sell
Spotify ,SPOT,19/8/2020,Buy
Pegasystems ,PEGA,6/3/2018,Buy
Valley National Bancorp ,VLY,30/6/2016,Buy
Annaly Capital ,NLY,14/6/2016,Positive Mention
Coupa Software ,COUP,2/5/2018,Buy
Mastercard ,MA,8/11/2019,Buy
TJX Companies ,TJX,8/11/2019,Buy
Morgan Stanley ,MS,19/10/2021,Buy
Alibaba ,BABA,19/3/2019,Buy
Walmart ,WMT,22/10/2018,Positive Mention
KeyCorp ,KEY,20/4/2017,Buy
Alteryx ,AYX,10/8/2020,Negative Mention
Clean Harbors ,CLH,9/12/2020,Buy
NVIDIA ,NVDA,8/3/2017,Negative Mention
Chevron ,CVX,8/11/2017,Buy
Apple ,AAPL,9/11/2020,Buy
Seaspan ,SSW,14/5/2018,Sell
Zoom Video Communications ,ZM,2/5/2019,Negative Mention
WeWork ,WE,28/10/2021,Buy
Chipotle Mexican Grill ,CMG,14/5/2020,Buy
KB Home ,KBH,16/3/2018,Negative Mention
Verizon ,VZ,16/4/2019,Buy
Netflix ,NFLX,20/1/2021,Buy
Olin ,OLN,22/7/2020,Sell
PPL Corp ,PPL,11/7/2016,Negative Mention
Children's Place ,PLCE,28/11/2017,Positive Mention
Schlumberger ,SLB,8/11/2016,Buy
Celgene ,CELG,8/6/2016,Buy
Salesforce ,CRM,6/9/2018,Buy
Snap ,SNAP,31/1/2018,Sell
Kirkland Lake ,KL,17/1/2019,Buy
Edwards Lifesciences ,EW,18/4/2019,Buy
Starbucks ,SBUX,4/6/2018,Negative Mention
Union Pacific ,UNP,17/6/2020,Buy
Orion Engineered Carbons ,OEC,26/11/2018,Sell
Netflix ,NFLX,21/7/2021,Positive Mention
iQIYI ,IQ,22/10/2019,Sell
The Beachbody Company ,BODY,23/8/2021,Sell
PayPal ,PYPL,4/1/2022,Buy
Nike ,NKE,3/12/2018,Buy
Virgin Galactic ,SPCE,14/4/2022,Sell
Xilinx ,XLNX,27/4/2017,Positive Mention
Pepsico ,PEP,30/5/2018,Buy
Wyndham Hotels ,WH,8/6/2018,Buy
Workhorse Group ,WKHS,23/7/2021,Sell
Amerisourcebergen ,ABC,31/10/2016,Negative Mention
Kraft Heinz ,KHC,28/3/2019,Sell
COMPASS Pathways ,CMPS,20/12/2021,Negative Mention
Workday ,WDAY,17/9/2021,Buy
Applied Materials ,AMAT,6/9/2018,Sell
VF Corp ,VFC,8/8/2017,Buy
Chevron ,CVX,9/1/2019,Positive Mention
Goodyear Tire & Rubber ,GT,10/7/2018,Sell
D R Horton ,DHI,18/1/2019,Buy
Doximity ,DOCS,5/1/2022,Buy
VMware ,VMW,14/5/2019,Buy
Lam Research ,LRCX,21/12/2021,Buy
Merck ,MRK,29/10/2020,Buy
Bristol-Myers Squibb ,BMY,4/11/2020,Buy
PayPal ,PYPL,4/2/2021,Buy
Twilio ,TWLO,14/6/2021,Negative Mention
Autodesk ,ADSK,6/12/2017,Negative Mention
Qualcomm ,QCOM,14/5/2019,Negative Mention
Vale ,VALE,17/9/2020,Negative Mention
Boeing ,BA,3/2/2022,Buy
Nike ,NKE,21/12/2020,Buy
Adobe Systems ,ADBE,6/9/2018,Buy
Joy Global ,JOY,21/7/2016,Positive Mention
LivePerson ,LPSN,8/10/2021,Negative Mention
IBM ,IBM,7/9/2016,Positive Mention
Pfizer ,PFE,13/5/2020,Positive Mention
Spotify ,SPOT,14/9/2018,Buy
Masco ,MAS,14/6/2018,Sell
Kimberly-Clark ,KMB,25/10/2016,Sell
Moderna ,MRNA,6/7/2021,Positive Mention
Sierra Wireless ,SWIR,18/10/2017,Positive Mention
Visteon ,VC,9/8/2018,Negative Mention
Chewy ,CHWY,30/3/2022,Sell
Louisiana-Pacific ,LPX,21/6/2021,Buy
Parker Hannifin ,PH,14/7/2021,Buy
Carmax ,KMX,29/3/2018,Positive Mention
Simon Property Group ,SPG,29/10/2020,Positive Mention
Exxon Mobil ,XOM,27/4/2016,Buy
Pepsico ,PEP,17/12/2021,Buy
Stonemor Partners ,STON,4/8/2016,Negative Mention
Chevron ,CVX,21/6/2021,Buy
Caterpillar ,CAT,27/7/2020,Positive Mention
Zimmer Biomet ,ZBH,21/3/2019,Positive Mention
Robinhood ,HOOD,14/12/2021,Negative Mention
Exelixis ,EXEL,5/7/2017,Negative Mention
Emergent BioSolutions ,EBS,22/7/2020,Buy
Regions Financial ,RF,19/7/2018,Buy
3M ,MMM,2/2/2018,Buy
Thermo Fisher Scientific ,TMO,8/11/2019,Buy
Splunk ,SPLK,15/12/2021,Negative Mention
NVIDIA ,NVDA,13/1/2020,Buy
Peloton ,PTON,17/12/2021,Sell
United Rentals ,URI,16/7/2019,Buy
Honeywell ,HON,21/4/2022,Buy
Honeywell ,HON,29/6/2020,Buy
United Technologies ,UTX,19/1/2018,Buy
International Paper ,IP,12/9/2016,Buy
Tesla ,TSLA,24/6/2020,Buy
Kinder Morgan ,KMI,15/11/2019,Sell
Digital Realty Trust ,DLR,20/5/2020,Buy
Best +2 ,BBY,8/4/2022,Buy
Thermo Fisher Scientific ,TMO,9/5/2017,Buy
Coty ,COTY,22/5/2019,Sell
Comcast ,CMCSA,8/11/2019,Buy
Canada Goose ,GOOS,6/2/2019,Buy
Carmax ,KMX,14/12/2018,Negative Mention
Boeing ,BA,23/7/2021,Positive Mention
Camtek ,CAMT,16/12/2021,Buy
Magna International ,MGA,9/8/2018,Buy
Cheesecake Factory ,CAKE,15/6/2017,Negative Mention
Intel ,INTC,28/10/2019,Buy
Etsy ,ETSY,30/6/2020,Buy
H&R Block ,HRB,9/6/2017,Positive Mention
PetMed Express ,PETS,13/9/2017,Positive Mention
Atlas Air Worldwide 0i ,AAWW,10/12/2021,Buy
Panera Bread ,PNRA,28/3/2017,Positive Mention
American Electric Power ,AEP,25/10/2019,Positive Mention
Verizon ,VZ,21/5/2019,Buy
Twitter ,TWTR,8/8/2019,Buy
DuPont ,DD,25/10/2016,Negative Mention
OptimizeRx ,OPRX,21/4/2022,Sell
Planet Fitness ,PLNT,12/4/2021,Buy
TJX Companies ,TJX,14/5/2021,Buy
Williams-Sonoma ,WSM,9/6/2016,Positive Mention
Amyris ,AMRS,17/11/2021,Positive Mention
Goldman Sachs ,GS,19/7/2021,Positive Mention
Qualcomm ,QCOM,12/9/2016,Buy
Mosaic ,MOS,16/5/2019,Buy
Cummins ,CMI,2/5/2017,Buy
IBM ,IBM,14/12/2018,Positive Mention
Canada Goose ,GOOS,9/1/2018,Buy
DocuSign ,DOCU,14/6/2018,Buy
Microsoft ,MSFT,6/8/2020,Buy
Enterprise Products Partn ,EPD,15/9/2016,Buy
DraftKings ,DKNG,27/4/2021,Buy
Cheniere Energy ,LNG,11/5/2022,Buy
Lennox International ,LII,6/5/2019,Buy
Amazon ,AMZN,5/7/2017,Buy
Advance Auto Parts ,AAP,5/7/2017,Sell
Johnson & Johnson ,JNJ,5/1/2021,Positive Mention
Southwest Airlines ,LUV,15/10/2021,Positive Mention
Signet Jewelers ,SIG,9/3/2018,Sell
Uber ,UBER,11/5/2020,Positive Mention
Citigroup ,C,2/11/2017,Buy
Doximity ,DOCS,14/12/2021,Positive Mention
IAC Interactive ,IAC,2/5/2017,Buy
Arrow Electronics ,ARW,13/6/2016,Buy
Scotts Miracle-Gro ,SMG,14/3/2022,Buy
Intel ,INTC,21/5/2019,Negative Mention
Boeing ,BA,6/9/2018,Positive Mention
Chevron ,CVX,15/11/2016,Buy
Stanley Black & Decker ,SWK,17/7/2020,Buy
United Technologies ,UTX,27/4/2016,Buy
Home Depot ,HD,14/8/2018,Negative Mention
Deere & Company ,DE,30/1/2017,Buy
American Airlines ,AAL,25/4/2022,Buy
TJX Companies ,TJX,2/6/2016,Buy
Edwards Lifesciences ,EW,7/2/2020,Buy
Opko Health ,OPK,3/8/2016,Buy
ConforMIS ,CFMS,7/11/2016,Sell
Valley National Bancorp ,VLY,13/12/2016,Buy
Amazon ,AMZN,18/10/2017,Buy
Chubb ,CB,5/5/2016,Positive Mention
Ulta Beauty ,ULTA,18/5/2016,Buy
General Electric ,GE,5/5/2016,Buy
Edwards Lifesciences ,EW,15/7/2020,Buy
ServiceNow ,NOW,12/7/2018,Buy
NVIDIA ,NVDA,8/4/2019,Buy
Adobe Systems ,ADBE,24/10/2019,Buy
Skyworks Solutions ,SWKS,3/2/2021,Buy
Norwegian Cruise Line ,NCLH,14/2/2020,Sell
Medtronic ,MDT,17/12/2021,Sell
Apple ,AAPL,3/2/2022,Positive Mention
Take-Two Interactive ,TTWO,6/9/2018,Buy
Norfolk Southern ,NSC,10/5/2021,Buy
SPDR Gold Shares ,GLD,16/7/2018,Buy
Toll Brothers ,TOL,9/1/2020,Buy
NVIDIA ,NVDA,31/10/2019,Buy
Manitowoc ,MTW,15/6/2018,Buy
Parker Hannifin ,PH,5/7/2017,Buy
General Electric ,GE,12/5/2017,Positive Mention
Intel ,INTC,27/1/2022,Sell
Honeywell ,HON,28/1/2022,Buy
TG Therapeutics ,TGTX,5/4/2019,Buy
Mastercard ,MA,8/11/2018,Positive Mention
Range Resources ,RRC,10/11/2016,Buy
Cloudera ,CLDR,22/1/2018,Sell
Johnson & Johnson ,JNJ,25/1/2017,Buy
Visa ,V,8/11/2018,Positive Mention
Altria ,MO,15/6/2018,Sell
Walmart ,WMT,2/3/2018,Negative Mention
Halliburton ,HAL,22/4/2016,Positive Mention
Schlumberger ,SLB,6/1/2020,Buy
Ferrari ,RACE,19/8/2019,Buy
Skechers USA ,SKX,8/11/2017,Buy
Univar ,UNVR,24/4/2018,Negative Mention
Columbia Sportswear ,COLM,11/10/2017,Negative Mention
Lennar ,LEN,18/6/2018,Buy
ON Semiconductor ,ON,20/10/2021,Buy
Scotts Miracle-Gro ,SMG,13/6/2017,Positive Mention
Goldman Sachs ,GS,3/1/2020,Buy
Waste Connections ,WCN,6/4/2022,Negative Mention
BP ,BP,24/7/2018,Buy
NVIDIA ,NVDA,3/11/2017,Buy
PayPal ,PYPL,5/7/2017,Buy
Compugen ,CGEN,25/5/2016,Sell
Franks International ,FI,7/2/2017,Positive Mention
CBOE 0ings ,CBOE,19/8/2019,Positive Mention
Apple ,AAPL,20/10/2020,Buy
Maxim Integrated Products ,MXIM,1/2/2017,Buy
Wendy's ,WEN,3/1/2020,Buy
CenturyLink ,CTL,9/8/2018,Buy
Block ,SQ,2/8/2021,Buy
AT&T ,T,15/6/2016,Buy
CenturyLink ,CTL,18/6/2018,Negative Mention
Workday ,WDAY,31/1/2018,Buy
ZScaler ,ZS,22/9/2020,Buy
Pepsico ,PEP,13/12/2019,Buy
Wells Fargo ,WFC,25/1/2019,Buy
CRISPR Therapeutics ,CRSP,16/6/2021,Sell
Raymond James Financial ,RJF,2/3/2018,Buy
Robinhood ,HOOD,28/1/2022,Negative Mention
Valley National Bancorp ,VLY,16/9/2019,Buy
