Company,Ticker,Date,Call
Arrowhead Pharmaceuticals ,ARWR,13/9/2019,Buy
Apple ,AAPL,2/11/2017,Buy
World Wrestling Entertain ,WWE,12/7/2018,Buy
Beauty Health ,SKIN,6/7/2021,Buy
CareTrust REIT ,CTRE,16/3/2020,Sell
Cisco Systems ,CSCO,15/5/2019,Buy
Uber ,UBER,8/4/2020,Buy
Hanesbrands ,HBI,27/4/2020,Negative Mention
SoFi Technologies ,SOFI,19/5/2022,Buy
Twitter ,TWTR,19/3/2020,Buy
Olin ,OLN,30/11/2020,Buy
Editas Medicine ,EDIT,11/4/2022,Sell
Sonos ,SONO,7/9/2018,Sell
Exact Sciences ,EXAS,3/3/2020,Negative Mention
Air Lease Corporation ,AL,27/5/2020,Buy
Ford Motor ,F,26/5/2021,Buy
Enphase Energy ,ENPH,7/4/2020,Buy
Salesforce ,CRM,1/3/2022,Buy
Atara Biotherapeutics ,ATRA,16/1/2018,Buy
Excelerate Energy ,EE,9/5/2022,Buy
3M ,MMM,9/3/2020,Negative Mention
JPMorgan Chase ,JPM,18/12/2020,Buy
Salesforce ,CRM,25/8/2021,Buy
Dynavax Technologies ,DVAX,2/8/2017,Buy
NVIDIA ,NVDA,10/11/2021,Buy
UWM 0ings ,UWMC,11/6/2021,Buy
Block ,SQ,30/10/2018,Buy
Okta ,OKTA,3/4/2020,Buy
Workhorse Group ,WKHS,6/11/2020,Negative Mention
Tellurian ,TELL,28/2/2022,Buy
Zebra Technologies ,ZBRA,20/11/2020,Buy
Etsy ,ETSY,20/9/2016,Buy
Chevron ,CVX,9/4/2020,Buy
Merck ,MRK,1/10/2021,Buy
Affirm ,AFRM,13/10/2021,Buy
Emerson Electric ,EMR,16/4/2020,Buy
Activision Blizzard ,ATVI,16/11/2018,Negative Mention
Cisco Systems ,CSCO,9/3/2020,Negative Mention
Broadcom ,AVGO,23/1/2020,Positive Mention
Lululemon Athletica ,LULU,11/1/2019,Positive Mention
Tesla ,TSLA,22/11/2019,Negative Mention
QuantumScape ,QS,14/12/2020,Positive Mention
Advanced Micro Devices ,AMD,19/10/2018,Negative Mention
Etsy ,ETSY,6/9/2019,Positive Mention
Alkermes ,ALKS,8/1/2018,Buy
Moderna ,MRNA,15/3/2021,Buy
Teladoc ,TDOC,27/2/2020,Buy
Carvana ,CVNA,6/10/2020,Buy
Under Armour ,UA,16/5/2019,Buy
Lululemon Athletica ,LULU,30/11/2018,Positive Mention
Decarbonization Plus Acqu ,DCRC,1/10/2021,Buy
Paysafe ,PSFE,14/4/2021,Buy
Nexstar Media Group ,NXST,8/5/2017,Buy
VMware ,VMW,18/6/2020,Buy
Huya ,HUYA,4/3/2019,Sell
NVIDIA ,NVDA,25/2/2021,Buy
Canopy Growth ,CGC,15/6/2020,Positive Mention
Cleveland-Cliffs ,CLF,21/4/2021,Buy
Moderna ,MRNA,27/1/2020,Buy
Ross Stores ,ROST,17/11/2016,Positive Mention
Blade Air Mobility ,BLDE,13/9/2021,Buy
Moderna ,MRNA,24/6/2020,Negative Mention
Skyworks Solutions ,SWKS,22/1/2021,Buy
QuantumScape ,QS,1/4/2021,Buy
Renewable Energy Group ,REGI,5/2/2021,Buy
Amazon ,AMZN,27/4/2017,Buy
CyberArk Software ,CYBR,20/12/2018,Buy
Boyd Gaming ,BYD,30/10/2018,Buy
Bed Bath & Beyond ,BBBY,7/1/2021,Buy
Standard Motor Products ,SMP,4/5/2021,Positive Mention
Deere & Company ,DE,16/11/2018,Sell
Scorpio Tankers ,STNG,27/4/2020,Buy
Unity Software ,U,22/9/2021,Buy
Cinemark 0ings ,CNK,30/11/2020,Negative Mention
Modine Manufacturing ,MOD,6/7/2021,Buy
GoPro ,GPRO,24/10/2017,Positive Mention
GW Pharmaceuticals ,GWPH,1/12/2017,Positive Mention
GoPro ,GPRO,24/8/2017,Sell
Beyond Meat ,BYND,18/10/2019,Sell
Raytheon ,RTN,16/11/2018,Buy
Broadcom ,AVGO,30/11/2018,Negative Mention
Bed Bath & Beyond ,BBBY,26/1/2022,Buy
NVIDIA ,NVDA,30/10/2018,Positive Mention
Barrick Gold ,GOLD,20/2/2020,Buy
Valvoline ,VVV,8/5/2017,Buy
Okta ,OKTA,6/12/2021,Positive Mention
Walgreens Boots Alliance ,WBA,19/6/2018,Buy
Cleveland-Cliffs ,CLF,25/1/2022,Buy
Azek Company ,AZEK,12/2/2021,Buy
The Trade Desk ,TTD,4/5/2020,Buy
Uber ,UBER,13/5/2019,Sell
Fluor ,FLR,7/4/2020,Sell
BP ,BP,4/8/2020,Negative Mention
Nucor ,NUE,10/8/2021,Buy
Stem ,STEM,9/6/2021,Buy
FedEx ,FDX,8/4/2020,Buy
Twilio ,TWLO,8/2/2019,Buy
Tech Data ,TECD,4/11/2016,Buy
The Blackstone Group ,BX,14/11/2018,Buy
OpenDoor Technologies ,OPEN,1/2/2021,Buy
QuantumScape ,QS,15/4/2021,Positive Mention
Netflix ,NFLX,25/1/2022,Negative Mention
AbbVie ,ABBV,3/4/2020,Negative Mention
Crown Castle ,CCI,6/4/2020,Buy
DocuSign ,DOCU,1/6/2020,Buy
Zoom Video Communications ,ZM,26/3/2020,Buy
Braskem ,BAK,8/4/2022,Sell
Canopy Growth ,CGC,23/10/2018,Buy
Palo Alto Networks ,PANW,6/12/2021,Buy
Dave and Busters ,PLAY,19/5/2020,Sell
Snowflake ,SNOW,12/5/2022,Buy
Chargepoint ,CHPT,23/4/2021,Negative Mention
Snowflake ,SNOW,17/5/2021,Positive Mention
GrowGeneration ,GRWG,25/3/2021,Buy
Dryships ,DRYS,11/5/2017,Sell
Sage Therapeutics ,SAGE,10/9/2020,Buy
Pfizer ,PFE,9/11/2020,Buy
Veru ,VERU,10/1/2022,Buy
Wynn Resorts ,WYNN,19/5/2020,Buy
Tesla ,TSLA,5/1/2021,Positive Mention
Amgen ,AMGN,31/5/2019,Negative Mention
Jumia Technologies ,JMIA,2/11/2020,Buy
Livongo Health ,LVGO,3/8/2020,Buy
Frontline ,FRO,29/5/2020,Sell
Livongo Health ,LVGO,13/7/2020,Buy
Canada Goose ,GOOS,16/3/2017,Buy
Chubb ,CB,16/4/2020,Buy
Groupon ,GRPN,27/10/2016,Positive Mention
Aurora Cannabis ,ACB,15/6/2020,Sell
CrowdStrike ,CRWD,8/9/2020,Buy
NVIDIA ,NVDA,14/9/2020,Buy
Skyworks Solutions ,SWKS,13/11/2018,Negative Mention
AeroVironment ,AVAV,19/5/2022,Buy
REV Group ,REVG,9/2/2017,Buy
Costco ,COST,25/5/2017,Buy
Innovative Industrial Pro ,IIPR,31/10/2019,Sell
Edwards Lifesciences ,EW,1/2/2022,Buy
Norwegian Cruise Line ,NCLH,20/11/2020,Positive Mention
Shopify ,SHOP,27/7/2020,Buy
Nutanix ,NTNX,22/5/2017,Sell
Funko ,FNKO,6/5/2019,Buy
Intuitive Surgical ,ISRG,20/7/2021,Buy
CrowdStrike ,CRWD,29/5/2020,Buy
Aphria ,APHA,5/8/2019,Buy
Plug Power ,PLUG,6/11/2020,Buy
Kohl's ,KSS,16/11/2018,Buy
Iron Mountain ,IRM,24/3/2020,Buy
Penn National Gaming ,PENN,13/4/2020,Buy
Home Depot ,HD,13/11/2018,Buy
Home Depot ,HD,14/11/2018,Positive Mention
First Horizon National ,FHN,22/7/2020,Buy
Medtronic ,MDT,15/5/2020,Positive Mention
Advanced Micro Devices ,AMD,13/9/2018,Buy
Etsy ,ETSY,19/9/2019,Buy
UiPath ,PATH,4/8/2021,Buy
EOG Resources ,EOG,30/11/2016,Buy
Morgan Stanley ,MS,16/4/2020,Positive Mention
HP ,HPQ,27/8/2020,Buy
Netflix ,NFLX,19/3/2020,Buy
Magna International ,MGA,12/2/2021,Positive Mention
Peloton ,PTON,9/11/2020,Positive Mention
PVH Corp ,PVH,23/3/2018,Buy
Danaher ,DHR,22/7/2020,Buy
Broadcom ,AVGO,11/6/2020,Buy
Newell Brands ,NWL,16/4/2018,Sell
Block ,SQ,5/8/2019,Buy
indie Semiconductor ,INDI,20/10/2021,Positive Mention
Advanced Micro Devices ,AMD,6/2/2017,Buy
Nokia ,NOK,6/5/2021,Positive Mention
EOG Resources ,EOG,9/4/2020,Positive Mention
Logitech International ,LOGI,4/11/2016,Buy
ON Semiconductor ,ON,2/12/2021,Buy
Kohl's ,KSS,26/2/2018,Buy
Wynn Resorts ,WYNN,11/2/2020,Positive Mention
AT&T ,T,12/3/2020,Negative Mention
General Electric ,GE,12/11/2018,Negative Mention
General Electric ,GE,15/11/2018,Negative Mention
Exxon Mobil ,XOM,9/4/2020,Sell
Twitter ,TWTR,25/2/2021,Buy
Wynn Resorts ,WYNN,12/1/2018,Buy
Enterprise Products Partn ,EPD,10/12/2019,Negative Mention
Canoo ,GOEV,20/1/2021,Positive Mention
General Electric ,GE,14/7/2020,Sell
SAP AG ,SAP,26/10/2020,Negative Mention
Global Blood Therapeutics ,GBT,3/3/2020,Buy
Kroger ,KR,16/6/2017,Sell
Micron Technology ,MU,13/12/2019,Buy
Logitech International ,LOGI,12/5/2020,Buy
Thor Industries ,THO,20/6/2018,Buy
Roku ,ROKU,15/1/2021,Buy
Emergent BioSolutions ,EBS,11/1/2021,Buy
CEL-SCI ,CVM,4/2/2020,Buy
Ping Identity ,PING,25/9/2020,Buy
NovoCure ,NVCR,10/7/2017,Buy
Plug Power ,PLUG,13/4/2021,Negative Mention
Blackberry ,BB,29/10/2019,Sell
Snap ,SNAP,14/3/2022,Sell
CrowdStrike ,CRWD,6/12/2021,Positive Mention
Lemonade ,LMND,30/11/2020,Buy
XPeng ,XPEV,14/12/2020,Sell
TPI Composites ,TPIC,16/11/2018,Sell
e.l.f. Beauty ,ELF,13/9/2017,Buy
Splunk ,SPLK,15/11/2019,Positive Mention
DowDuPont ,DWDP,30/11/2018,Buy
Dave and Busters ,PLAY,21/4/2020,Sell
Switch ,SWCH,3/4/2020,Buy
JPMorgan Chase ,JPM,11/4/2019,Positive Mention
GrowGeneration ,GRWG,11/8/2020,Negative Mention
Regeneron Pharmaceuticals ,REGN,27/3/2020,Buy
RingCentral ,RNG,18/5/2020,Buy
Yeti 0ings ,YETI,29/3/2022,Buy
Advanced Micro Devices ,AMD,7/1/2019,Buy
Las Vegas Sands ,LVS,12/1/2018,Positive Mention
Proofpoint ,PFPT,9/4/2018,Buy
Wingstop ,WING,3/6/2019,Buy
Netflix ,NFLX,25/5/2016,Buy
NVIDIA ,NVDA,8/6/2017,Buy
Boeing ,BA,21/4/2020,Positive Mention
Sequans Communications ,SQNS,13/11/2018,Negative Mention
Zillow ,Z,1/2/2021,Buy
Zynga ,ZNGA,5/2/2021,Negative Mention
Marathon Oil ,MRO,4/11/2016,Sell
Tesla ,TSLA,9/4/2020,Buy
Zuora ,ZUO,10/12/2018,Buy
Lam Research ,LRCX,24/1/2018,Buy
Zoom Video Communications ,ZM,1/6/2020,Buy
Bluebird Bio ,BLUE,1/12/2016,Negative Mention
Iovance Biotherapeutics ,IOVA,13/6/2018,Positive Mention
Optinose ,OPTN,19/6/2018,Buy
Carrizo Oil & Gas ,CRZO,11/7/2017,Buy
Baidu.com ,BIDU,6/7/2018,Buy
Masimo ,MASI,11/5/2020,Buy
Dow ,DOW,21/4/2020,Negative Mention
eXp World ,EXPI,23/2/2021,Buy
Mazor Robotics ,MZOR,9/6/2017,Negative Mention
InMode ,INMD,28/3/2022,Buy
Greendot ,GDOT,2/7/2020,Positive Mention
DuPont ,DD,11/8/2020,Buy
Nokia ,NOK,15/12/2016,Sell
Amazon ,AMZN,16/6/2017,Buy
Adobe Systems ,ADBE,20/6/2017,Positive Mention
Tower Semiconductor ,TSEM,29/11/2017,Positive Mention
Ncino ,NCNO,5/2/2021,Buy
QuantumScape ,QS,23/2/2021,Positive Mention
ViewRay ,VRAY,27/3/2017,Negative Mention
Tellurian ,TELL,11/7/2019,Buy
NVIDIA ,NVDA,12/6/2017,Buy
Advanced Micro Devices ,AMD,12/9/2018,Buy
Sunrun ,RUN,15/10/2020,Buy
Mastercard ,MA,30/10/2018,Positive Mention
Salesforce ,CRM,4/11/2020,Buy
Domo ,DOMO,19/5/2020,Buy
Schrodinger ,SDGR,25/1/2022,Negative Mention
Roku ,ROKU,8/12/2020,Buy
Martin Marietta Materials ,MLM,25/3/2021,Buy
GrowGeneration ,GRWG,25/5/2021,Buy
NVIDIA ,NVDA,4/11/2016,Buy
AGCO ,AGCO,2/7/2020,Buy
Splunk ,SPLK,20/11/2018,Positive Mention
General Motors ,GM,5/2/2021,Buy
Levi Strauss ,LEVI,2/7/2020,Positive Mention
PagerDuty ,PD,20/11/2019,Buy
Wayfair ,W,28/7/2020,Buy
ZoomInfo Technologies ,ZI,20/7/2020,Buy
Las Vegas Sands ,LVS,13/11/2020,Positive Mention
Venator Materials ,VNTR,11/10/2017,Buy
Crocs ,CROX,10/5/2022,Buy
Karuna Therapeutics ,KRTX,8/1/2020,Negative Mention
Xilinx ,XLNX,21/4/2017,Buy
Revolve Group ,RVLV,9/12/2019,Buy
Raytheon Technologies ,RTX,13/4/2020,Buy
NVIDIA ,NVDA,7/6/2017,Buy
Stamps.com ,STMP,9/3/2020,Sell
Geron ,GERN,16/4/2018,Negative Mention
Carvana ,CVNA,30/3/2021,Buy
Vulcan Materials ,VMC,24/6/2021,Buy
Gores Guggenheim ,GGPI,30/11/2021,Sell
Thor Industries ,THO,2/6/2020,Positive Mention
Pepsico ,PEP,14/2/2019,Buy
Adobe Systems ,ADBE,11/9/2020,Buy
BP ,BP,30/10/2018,Buy
Pioneer Natural Resources ,PXD,12/2/2021,Positive Mention
Vertiv ,VRT,24/2/2021,Buy
J. Jill ,JILL,12/10/2017,Sell
Beyond Meat ,BYND,29/10/2019,Negative Mention
Penn National Gaming ,PENN,6/12/2021,Positive Mention
Apple ,AAPL,22/1/2021,Buy
Broadcom ,AVGO,21/4/2020,Buy
Cronos Group ,CRON,2/3/2018,Sell
LyondellBa-2 Industries ,LYB,30/11/2018,Positive Mention
Traeger ,COOK,19/8/2021,Buy
Roku ,ROKU,18/12/2017,Buy
Nucor ,NUE,31/5/2018,Buy
Home Depot ,HD,27/4/2020,Buy
Logitech International ,LOGI,19/1/2021,Buy
Talend ,TLND,22/8/2019,Buy
TJX Companies ,TJX,13/11/2020,Positive Mention
AU Optronics ,AUO,19/1/2018,Sell
United Rentals ,URI,24/6/2021,Buy
Callon Petroleum ,CPE,10/2/2020,Sell
DocuSign ,DOCU,13/10/2020,Buy
United States Steel ,X,10/2/2017,Buy
GoodRX ,GDRX,6/11/2020,Buy
CSX ,CSX,16/10/2019,Positive Mention
Pioneer Natural Resources ,PXD,2/6/2020,Buy
RadNet ,RDNT,22/7/2021,Buy
Callon Petroleum ,CPE,26/1/2022,Buy
Enphase Energy ,ENPH,26/1/2022,Buy
Ford Motor ,F,14/7/2020,Sell
Kontoor Brands ,KTB,31/7/2019,Buy
CRISPR Therapeutics ,CRSP,11/11/2019,Negative Mention
JD.com ,JD,5/8/2019,Sell
The Trade Desk ,TTD,20/1/2021,Buy
Restaurant Brands ,QSR,8/2/2019,Buy
TG Therapeutics ,TGTX,6/12/2021,Negative Mention
Upstart ,UPST,5/11/2021,Buy
Mastercard ,MA,4/5/2020,Buy
Applied Materials ,AMAT,1/4/2021,Buy
Tesla ,TSLA,7/6/2019,Negative Mention
Nutanix ,NTNX,24/8/2018,Buy
Xilinx ,XLNX,20/5/2019,Negative Mention
Funko ,FNKO,7/3/2019,Buy
Stitch Fix ,SFIX,28/9/2018,Buy
LivePerson ,LPSN,5/8/2019,Buy
Workhorse Group ,WKHS,19/11/2020,Buy
Micron Technology ,MU,3/2/2020,Buy
Paychex ,PAYX,2/7/2020,Positive Mention
Petrobras ,PBR,17/10/2016,Sell
Symantec ,SYMC,14/5/2018,Sell
Dave and Busters ,PLAY,7/6/2019,Buy
Pacific Biosciences ,PACB,12/1/2021,Buy
Gilead Sciences ,GILD,29/4/2020,Buy
Weyerhaeuser ,WY,21/9/2016,Buy
Nucor ,NUE,25/3/2021,Buy
Yeti 0ings ,YETI,20/7/2020,Buy
Fuelcell Energy ,FCEL,23/2/2021,Negative Mention
Whirlpool ,WHR,25/9/2019,Buy
Vertiv ,VRT,13/10/2020,Buy
Virtu Financial ,VIRT,18/5/2020,Buy
Advanced Micro Devices ,AMD,23/8/2018,Buy
ZoomInfo Technologies ,ZI,12/8/2020,Buy
Micron Technology ,MU,23/10/2019,Positive Mention
Canopy Growth ,CGC,11/7/2018,Buy
Corsair Gaming ,CRSR,6/11/2020,Buy
Atlantica Sustainable Inf ,AY,1/6/2022,Buy
Keryx Biopharmaceutical ,KERX,27/6/2016,Buy
Pandora Media ,P,5/12/2016,Buy
Norwegian Cruise Line ,NCLH,6/4/2021,Buy
Stem ,STEM,16/5/2022,Negative Mention
Iridium Communications ,IRDM,22/3/2019,Buy
Perrigo ,PRGO,8/4/2020,Buy
Encana ,ECA,15/11/2018,Negative Mention
Fiat Chrysler ,FCAU,26/3/2019,Sell
Zebra Technologies ,ZBRA,4/5/2021,Buy
PayPal ,PYPL,5/2/2021,Buy
HD Supply ,HDS,30/11/2018,Negative Mention
Boeing ,BA,25/9/2020,Positive Mention
Upwork ,UPWK,4/2/2021,Buy
Capri 0ings ,CPRI,16/5/2022,Positive Mention
Tesla ,TSLA,29/5/2020,Buy
Dave and Busters ,PLAY,7/4/2020,Sell
GameStop ,GME,26/2/2021,Sell
Academy Sports and Outdoo ,ASO,19/7/2021,Buy
Snap ,SNAP,7/3/2017,Sell
Union Pacific ,UNP,23/4/2020,Positive Mention
Target ,TGT,16/11/2018,Buy
Xilinx ,XLNX,14/12/2016,Buy
Box ,BOX,5/1/2017,Buy
Trinseo ,TSE,5/8/2021,Buy
Nano Dimension ,NNDM,19/1/2021,Negative Mention
Albemarle ,ALB,3/3/2020,Negative Mention
MGM Resorts ,MGM,12/12/2016,Buy
Expedia ,EXPE,11/10/2018,Buy
Futu 0ings ,FUTU,3/2/2021,Buy
Polaris Industries ,PII,28/7/2020,Buy
Alibaba ,BABA,4/5/2020,Buy
Hostess Brands ,TWNK,6/11/2020,Buy
Hasbro ,HAS,22/6/2017,Buy
Estee Lauder ,EL,5/2/2021,Buy
Magellan Midstream Partne ,MMP,24/1/2017,Buy
Children's Place ,PLCE,23/8/2018,Buy
EHang 0ings ,EH,2/2/2021,Sell
Dover ,DOV,21/4/2020,Positive Mention
Dunkin Brands ,DNKN,28/4/2017,Buy
Home Depot ,HD,15/5/2020,Buy
Yum China ,YUMC,27/1/2020,Negative Mention
Levi Strauss ,LEVI,13/7/2021,Buy
Shopify ,SHOP,20/4/2020,Positive Mention
Intuitive Surgical ,ISRG,11/10/2018,Buy
Zuora ,ZUO,2/8/2018,Buy
Baozun ,BZUN,20/7/2017,Positive Mention
Affirm ,AFRM,12/2/2021,Buy
Wynn Resorts ,WYNN,1/12/2021,Buy
The Blackstone Group ,BX,21/4/2017,Buy
Broadcom ,AVGO,9/3/2018,Positive Mention
Cloudflare ,NET,24/4/2020,Negative Mention
Paychex ,PAYX,23/3/2018,Buy
Yext ,YEXT,15/4/2020,Buy
fuboTV ,FUBO,19/1/2021,Negative Mention
GoPro ,GPRO,22/8/2016,Positive Mention
Peloton ,PTON,25/2/2022,Buy
Dicks Sporting Goods ,DKS,11/11/2016,Buy
Spotify ,SPOT,22/6/2020,Buy
Cloudflare ,NET,19/5/2022,Buy
Starbucks ,SBUX,13/4/2020,Buy
KB Home ,KBH,16/9/2016,Negative Mention
Zynerba Pharmaceuticals ,ZYNE,20/5/2019,Negative Mention
Twitter ,TWTR,20/3/2018,Buy
Zoom Video Communications ,ZM,25/2/2020,Buy
United States Steel ,X,9/4/2018,Sell
Enphase Energy ,ENPH,3/2/2020,Positive Mention
Roku ,ROKU,9/11/2020,Buy
Upstart ,UPST,8/7/2021,Buy
PayPal ,PYPL,11/2/2021,Buy
Micron Technology ,MU,24/1/2018,Negative Mention
Alibaba ,BABA,1/11/2016,Hold
Wynn Resorts ,WYNN,25/7/2016,Buy
Home Depot ,HD,19/8/2019,Buy
Boeing ,BA,20/12/2019,Negative Mention
Caesars Entertainment ,CZR,21/9/2020,Sell
Pfizer ,PFE,27/7/2020,Buy
Adobe Systems ,ADBE,12/12/2019,Buy
PPG Industries ,PPG,9/10/2018,Negative Mention
Akamai Technologies ,AKAM,4/11/2020,Buy
Transocean ,RIG,7/1/2019,Hold
Cleveland-Cliffs ,CLF,10/6/2021,Buy
Zoom Video Communications ,ZM,9/9/2020,Buy
Walmart ,WMT,17/2/2017,Negative Mention
Micron Technology ,MU,19/6/2019,Buy
Anheuser-Busch InBev ,BUD,20/7/2020,Sell
Winnebago Industries ,WGO,2/6/2020,Positive Mention
Advanced Micro Devices ,AMD,27/7/2021,Buy
Lam Research ,LRCX,11/9/2020,Buy
Teladoc ,TDOC,12/6/2018,Buy
Block ,SQ,13/3/2018,Buy
Amarin ,AMRN,3/3/2020,Buy
ON Semiconductor ,ON,23/3/2018,Buy
Southwestern Energy ,SWN,11/7/2016,Positive Mention
Abbott Laboratories ,ABT,30/3/2020,Buy
Intel ,INTC,13/1/2021,Negative Mention
Micron Technology ,MU,5/3/2018,Buy
Airbnb ,ABNB,6/12/2021,Buy
Fitbit ,FIT,22/8/2016,Negative Mention
Canopy Growth ,CGC,8/1/2019,Buy
Livongo Health ,LVGO,11/5/2020,Buy
Apple ,AAPL,11/6/2020,Buy
Ford Motor ,F,10/11/2020,Buy
Ollie's Bargain Outlet ,OLLI,15/6/2016,Buy
DraftKings ,DKNG,29/5/2020,Buy
Paysafe ,PSFE,6/1/2022,Buy
GameStop ,GME,24/3/2021,Sell
Talos Energy ,TALO,12/5/2022,Positive Mention
GoPro ,GPRO,2/6/2016,Sell
Apple ,AAPL,4/11/2020,Buy
Acadia Pharmaceuticals ,ACAD,22/8/2018,Sell
Tesla ,TSLA,15/3/2017,Positive Mention
Pfizer ,PFE,1/7/2020,Buy
Wynn Resorts ,WYNN,22/2/2021,Buy
Coupa Software ,COUP,16/9/2019,Buy
Lennar ,LEN,16/12/2016,Positive Mention
AstraZeneca ,AZN,17/7/2020,Buy
Federal Realty Investment ,FRT,23/11/2020,Buy
DigitalOcean ,DOCN,30/11/2021,Positive Mention
Salesforce ,CRM,6/12/2021,Buy
Bed Bath & Beyond ,BBBY,14/12/2020,Buy
Carnival ,CCL,20/7/2021,Buy
Freeport-McMoRan ,FCX,22/6/2020,Positive Mention
Chevron ,CVX,23/11/2020,Buy
Ollie's Bargain Outlet ,OLLI,8/4/2020,Buy
Mattel ,MAT,6/5/2020,Negative Mention
Apple ,AAPL,9/9/2020,Buy
Roku ,ROKU,9/2/2018,Negative Mention
Yelp ,YELP,8/4/2020,Positive Mention
Domino's Pizza ,DPZ,6/4/2020,Buy
Palo Alto Networks ,PANW,1/6/2018,Buy
Prudential ,PRU,12/11/2018,Positive Mention
Apple ,AAPL,4/6/2019,Negative Mention
Fastly ,FSLY,20/7/2020,Buy
23andMe ,ME,29/9/2021,Buy
Apple ,AAPL,14/9/2020,Buy
Village Farms ,VFF,21/5/2019,Positive Mention
Southwest Airlines ,LUV,22/2/2021,Buy
United Continental ,UAL,11/12/2020,Positive Mention
Gap ,GPS,23/11/2020,Buy
Sibanye Gold ,SBGL,6/12/2016,Negative Mention
General Motors ,GM,28/4/2020,Negative Mention
Sanofi ,SNY,27/3/2020,Buy
Freeport-McMoRan ,FCX,9/5/2016,Negative Mention
Allstate ,ALL,16/3/2020,Sell
Idexx Laboratories ,IDXX,11/10/2018,Buy
Himax Technologies ,HIMX,31/3/2021,Negative Mention
Advanced Micro Devices ,AMD,8/11/2021,Buy
Dicks Sporting Goods ,DKS,19/5/2016,Buy
RH ,RH,6/9/2019,Buy
Energy Transfer ,ET,18/5/2020,Sell
Aptiv ,APTV,19/5/2020,Sell
Medtronic ,MDT,25/3/2020,Buy
Weber ,WEBR,25/1/2022,Positive Mention
Goodyear Tire & Rubber ,GT,8/11/2021,Buy
Advanced Micro Devices ,AMD,28/1/2022,Buy
Lennar ,LEN,11/9/2020,Buy
Nucor ,NUE,6/10/2021,Buy
Royalty Pharma ,RPRX,5/8/2020,Buy
Bausch Health ,BHC,15/3/2022,Buy
Progyny ,PGNY,18/11/2021,Buy
Digital World Acquisition ,DWAC,5/11/2021,Negative Mention
Banco Santander ,SAN,9/5/2022,Negative Mention
Saber ,SABR,2/11/2020,Sell
Acushnet 0ings ,GOLF,15/4/2019,Buy
Ulta Beauty ,ULTA,5/3/2021,Buy
Danimer Scientific ,DNMR,4/2/2021,Negative Mention
Dell ,DELL,22/1/2019,Buy
Paylocity ,PCTY,21/4/2022,Positive Mention
Dicks Sporting Goods ,DKS,22/11/2019,Positive Mention
Twitter ,TWTR,11/6/2018,Buy
Jumia Technologies ,JMIA,12/5/2022,Sell
Chewy ,CHWY,6/5/2021,Buy
Kinder Morgan ,KMI,14/11/2016,Positive Mention
Wendy's ,WEN,28/4/2020,Buy
Western Digital ,WDC,4/11/2016,Buy
Marvell Technology ,MRVL,8/10/2020,Buy
Splunk ,SPLK,28/2/2020,Buy
Workday ,WDAY,11/12/2018,Buy
Bright Horizons Family So ,BFAM,13/4/2020,Sell
Advanced Micro Devices ,AMD,14/10/2016,Buy
Williams-Sonoma ,WSM,24/3/2020,Positive Mention
Iron Mountain ,IRM,13/4/2020,Positive Mention
Micron Technology ,MU,24/8/2016,Positive Mention
Coterra Energy ,CTRA,16/3/2022,Buy
Tesla ,TSLA,21/4/2020,Buy
Qualtrics ,XM,20/7/2021,Buy
Maxar Technologies ,MAXR,29/7/2021,Buy
Harley Davidson ,HOG,12/5/2022,Sell
Alibaba ,BABA,20/7/2020,Buy
Opko Health ,OPK,14/12/2016,Buy
AEO ,AEO,22/6/2021,Buy
CRISPR Therapeutics ,CRSP,8/10/2020,Buy
Cisco Systems ,CSCO,9/2/2018,Buy
The Trade Desk ,TTD,14/10/2016,Sell
Ollie's Bargain Outlet ,OLLI,6/12/2018,Buy
ADT ,ADT,22/1/2018,Sell
Emergent BioSolutions ,EBS,2/12/2020,Buy
Broadcom ,AVGO,1/8/2017,Positive Mention
ShotSpotter ,SSTI,3/10/2018,Buy
Generac 0ings ,GNRC,6/10/2020,Buy
VMware ,VMW,14/7/2020,Buy
AeroVironment ,AVAV,13/9/2018,Buy
Nucor ,NUE,28/4/2020,Buy
Zuora ,ZUO,24/4/2019,Buy
Dynatrace ,DT,28/4/2020,Buy
GameStop ,GME,19/3/2021,Sell
AEO ,AEO,26/2/2021,Positive Mention
The Lion Electric Company ,LEV,13/9/2021,Positive Mention
Bed Bath & Beyond ,BBBY,3/1/2020,Positive Mention
e.l.f. Beauty ,ELF,17/2/2017,Buy
OptimizeRx ,OPRX,11/9/2020,Negative Mention
Beyond Meat ,BYND,15/5/2020,Buy
Brunswick ,BC,28/7/2020,Buy
Cerence ,CRNC,26/1/2022,Buy
SolarEdge Technologies ,SEDG,15/10/2020,Buy
Amyris ,AMRS,25/6/2020,Buy
Karyopharm Therapeutics ,KPTI,7/7/2017,Buy
Snowflake ,SNOW,31/3/2021,Negative Mention
Boeing ,BA,2/6/2020,Positive Mention
PG&E ,PCG,16/4/2019,Sell
Hi-Crush Partners ,HCLP,1/5/2018,Sell
Netflix ,NFLX,30/11/2018,Negative Mention
Salesforce ,CRM,6/11/2017,Buy
EPR Properties ,EPR,7/5/2020,Sell
Diamondback Energy ,FANG,29/10/2021,Buy
Macy's ,M,21/8/2017,Positive Mention
Illumina ,ILMN,25/9/2020,Sell
Yeti 0ings ,YETI,19/11/2018,Buy
Legg Mason ,LM,13/7/2016,Negative Mention
Marathon Oil ,MRO,9/4/2018,Buy
Cimarex Energy ,XEC,12/6/2019,Sell
